RELEASE ; FILENAME ; NR ; NAUTH; ChgSetSize ; BUGGYNESS 
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/SimplePojo.java;0;0;0;No
6;hedwig-client-jms/src/test/java/org/apache/activemq/util/Wait.java;0;0;0;No
6;hedwig-client-jms/src/test/java/org/apache/hedwig/JmsTestBase.java;0;0;0;No
6;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/BasicJMSTest.java;0;0;0;No
6;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/BasicSelectorGrammarTest.java;0;0;0;No
6;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorParserTest.java;0;0;0;No
6;hedwig-client-jms/src/test/java/org/apache/hedwig/jms/selector/activemq/SelectorTest.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/HedwigClient.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/api/Client.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/api/MessageHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/api/Publisher.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/api/Subscriber.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkPublisher.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkSubscriber.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkUtils.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/BenchmarkWorker.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/benchmark/HedwigBenchmark.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/conf/ClientConfiguration.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/data/MessageConsumeData.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/data/PubSubData.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/data/TopicSubscriber.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/AlreadyStartDeliveryException.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/InvalidSubscriberIdException.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/NoResponseHandlerException.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ResubscribeException.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/ServerRedirectLoopException.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/exceptions/TooManyServerRedirectsException.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/AbstractResponseHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/CloseSubscriptionResponseHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/MessageConsumeCallback.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PubSubCallback.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/PublishResponseHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/SubscribeResponseHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/handlers/UnsubscribeResponseHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/CleanupChannelMap.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/FilterableMessageHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannel.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HChannelManager.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigClientImpl.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigPublisher.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/HedwigSubscriber.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/NetUtils.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/SubscriptionEventEmitter.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/VoidCallbackAdapter.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractHChannelManager.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/AbstractSubscribeResponseHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ActiveSubscriber.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ClientChannelPipelineFactory.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/DefaultServerChannel.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/HChannelImpl.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/NonSubscriptionChannelPipelineFactory.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/ResubscribeCallback.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/WriteCallback.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexHChannelManager.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscribeResponseHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/multiplex/MultiplexSubscriptionChannelPipelineFactory.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleHChannelManager.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscribeResponseHandler.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/impl/simple/SimpleSubscriptionChannelPipelineFactory.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/netty/package-info.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslClientContextFactory.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/client/ssl/SslContextFactory.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/conf/AbstractConfiguration.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/filter/ClientMessageFilter.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/filter/MessageFilterBase.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/filter/PipelineFilter.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/filter/ServerMessageFilter.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/Callback.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/CallbackUtils.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/ConcurrencyUtils.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/Either.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/FileUtils.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/HedwigSocketAddress.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/Option.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/Pair.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/PathUtils.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/SubscriptionListener.java;0;0;0;No
6;hedwig-client/src/main/java/org/apache/hedwig/util/VarArgs.java;0;0;0;No
6;hedwig-client/src/test/java/org/apache/hedwig/client/AppTest.java;0;0;0;No
6;hedwig-client/src/test/java/org/apache/hedwig/util/TestFileUtils.java;0;0;0;No
6;hedwig-client/src/test/java/org/apache/hedwig/util/TestHedwigSocketAddress.java;0;0;0;No
6;hedwig-client/src/test/java/org/apache/hedwig/util/TestPathUtils.java;0;0;0;No
6;hedwig-protocol/src/main/java/org/apache/hedwig/exceptions/PubSubException.java;0;0;0;No
6;hedwig-protocol/src/main/java/org/apache/hedwig/protocol/PubSubProtocol.java;0;0;0;No
6;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MapUtils.java;0;0;0;No
6;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/MessageIdUtils.java;0;0;0;No
6;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/PubSubResponseUtils.java;0;0;0;No
6;hedwig-protocol/src/main/java/org/apache/hedwig/protoextensions/SubscriptionStateUtils.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/admin/HedwigAdmin.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigCommands.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/admin/console/HedwigConsole.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/admin/console/JLineHedwigCompletor.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/admin/console/ReadTopic.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/data/MessageFormatter.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/AbstractBenchmark.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookieBenchmark.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/BookkeeperBenchmark.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/benchmark/FakeBookie.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/common/ByteStringInterner.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/common/ServerConfiguration.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/common/TerminateJVMExceptionHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/common/TopicOpQueuer.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/common/UnexpectedError.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/ChannelEndPoint.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryCallback.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryEndPoint.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/DeliveryManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/delivery/FIFODeliveryManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/BaseHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ChannelDisconnectListener.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/CloseSubscriptionHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/ConsumeHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/Handler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerBean.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/NettyHandlerMXBean.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/PublishHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscribeHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/SubscriptionChannelManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/handlers/UnsubscribeHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigJMXService.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanInfo.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/jmx/HedwigMBeanRegistry.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/meta/FactoryLayout.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MetadataManagerFactory.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/meta/MsMetadataManagerFactory.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/meta/SubscriptionDataManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicOwnershipManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/meta/TopicPersistenceManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/meta/ZkMetadataManagerFactory.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServer.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerBean.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerMXBean.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/netty/PubSubServerPipelineFactory.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/netty/ServerStats.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/netty/UmbrellaHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/BookkeeperPersistenceManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheKey.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CacheValue.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/CancelScanRequest.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/Factory.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/LocalDBPersistenceManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/MapMethods.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistRequest.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/PersistenceManagerWithRangeScan.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/RangeScanRequest.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCache.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheBean.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ReadAheadCacheMXBean.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallback.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanCallbackWithContext.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/persistence/ScanRequest.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ChannelTracker.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/HedwigProxy.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyCloseSubscriptionHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConfiguration.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyConsumeHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyPublishHander.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStartDeliveryHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyStopDeliveryHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxySubscribeHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/proxy/ProxyUnsubscribeHandler.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClient.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubClientFactory.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/regions/HedwigHubSubscriber.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/regions/RegionManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/ssl/SslServerContextFactory.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AbstractSubscriptionManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/AllToAllTopologyFilter.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/InMemorySubscriptionState.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/MMSubscriptionManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionEventListener.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/subscriptions/SubscriptionManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/AbstractTopicManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubInfo.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubLoad.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/HubServerManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/MMTopicManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TopicOwnershipChangeListener.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/TrivialOwnAllTopicManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkHubServerManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/server/topics/ZkTopicManager.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsynBKCallback.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncCallback.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/SafeAsyncZKCallback.java;0;0;0;No
6;hedwig-server/src/main/java/org/apache/hedwig/zookeeper/ZkUtils.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/HelperMethods.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/StubCallback.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/StubScanCallback.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/client/TestPubSubClient.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/client/TestSubAfterCloseSub.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/client/netty/TestMultiplexing.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigHubTestBase.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/HedwigRegionTestBase.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/LoggingExceptionHandler.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/PubSubServerStandAloneTestBase.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/TestBackwardCompat.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/TestPubSubServerStartup.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/StubDeliveryManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestFIFODeliveryManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/delivery/TestThrottlingDelivery.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/filter/TestMessageFilter.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestBaseHandler.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/handlers/TestSubUnsubHandler.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHub.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubProxy.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubRegular.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigHubSSL.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/integration/TestHedwigRegion.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/meta/MetadataManagerFactoryTestCase.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestFactoryLayout.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/meta/TestMetadataManagerFactory.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestPubSubServer.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/netty/TestServerStats.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/netty/WriteRecordingChannel.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/BookKeeperTestBase.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/MessageBoundedPersistenceTest.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubPersistenceManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/StubScanCallback.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookKeeperPersistenceManagerBlackBox.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestBookkeeperPersistenceManagerWhiteBox.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestDeadlock.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestLocalDBPersistenceManagerBlackBox.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestPersistenceManagerBlackBox.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheBlackBox.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/persistence/TestReadAheadCacheWhiteBox.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/StubSubscriptionManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestMMSubscriptionManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/subscriptions/TestUpdateSubscriptionState.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/StubTopicManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestConcurrentTopicAcquisition.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubInfo.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestHubLoad.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestMMTopicManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/server/topics/TestZkTopicManager.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/TestZkUtils.java;0;0;0;No
6;hedwig-server/src/test/java/org/apache/hedwig/zookeeper/ZooKeeperTestBase.java;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/proto/TestDeathwatcher.java;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/LedgerCloseTest.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/CheckpointSource.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/LogMark.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/bookie/SyncThread.java;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/ListLedgersTest.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/proto/NIOServerFactory.java;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/test/NIOServerFactoryTest.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/DefaultEnsemblePlacementPolicy.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/EnsemblePlacementPolicy.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/RackawareEnsemblePlacementPolicy.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/conf/Configurable.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/AbstractDNSToSwitchMapping.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CachedDNSToSwitchMapping.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/CommonConfigurationKeys.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNSToSwitchMapping.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetUtils.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NetworkTopology.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/Node.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/NodeBase.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/ScriptBasedMapping.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/Shell.java;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/client/TestRackawareEnsemblePlacementPolicy.java;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/util/StaticDNSResolver.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/net/DNS.java;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/BookieShutdownTest.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/net/DNS.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/util/NativeIO.java;0;0;0;No
6;bookkeeper-server/src/test/java/org/apache/bookkeeper/bookie/TestSyncThread.java;0;0;0;No
6;bookkeeper-server/src/main/java/org/apache/bookkeeper/client/BookiesListener.java;0;0;0;No
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchBookie.java;0;0;0;No
7;bookkeeper-benchmark/src/main/java/org/apache/bookkeeper/benchmark/BenchReadThroughputLatency.java;0;0;0;No
